unit_id,source_file,doi,article_title,journal,year,review_round,referee_number,source_text_sha256,gate,claim_type,subfield_bucket,abstract_unit,evidence_risk,reviewer_concern,revision_direction,matched_signal_terms,non_verbatim
MS-RU-03709,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_1,1,675be0bca9ee7909fdb2c3530066e17c5d6fecc3680973d9a9e43c942bac5d4f,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,computational_materials_design,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; prove,true
MS-RU-03710,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_1,3,a6403965b2bdd196175caad4ed31bcab407ad7d86c396c225c2dbfc629fc994b,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,optical_photonic_and_emissive_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-03711,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_1,4,dddded77aec8f0d8e48e124907fa384e3d17deecddaf2014694300661c06b3f8,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,optical_photonic_and_emissive_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-03712,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,32aa9f09d4f87d17db31be759fece184537a4c17205073758e9f902b35080d32,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,two_dimensional_and_electronic_materials,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; pathway,true
MS-RU-03713,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,394b07bd6668e0973216787a9b69b032d05162ca3c745811e317bd3040751835,computational_design_and_model_validation,computational_prediction_or_design_claim,porous_frameworks_and_sorbents,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; calculation; model,true
MS-RU-03714,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,5bee9cf7465ed015e4ae49a9e610b7df541e7171e6412ec3757d0356436805cc,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; calculation,true
MS-RU-03715,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,36bfd74f6ec2257b303d06dfb31113e2cd23b03deffd5cc032108014738c4383,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,optical_photonic_and_emissive_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",unclear; discussion,true
MS-RU-03716,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,0b7311c75911462249090ed1d8106b748b1dc254d2366d8f9231a23652317ddb,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,two_dimensional_and_electronic_materials,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; cause; hypothesis; alternative,true
MS-RU-03717,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,639151163fc3097d4328f78adae038d3237b247786435f3a4478f8a1efd98250,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,optical_photonic_and_emissive_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; spectroscopy; crystal,true
MS-RU-03718,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,554ce495b5c52b6c8ada507a1f3a553234ab1f7ea127a36cd3af7cf3bb27cc8b,editorial_significance_and_novelty,novel_material_or_general_advance_claim,optical_photonic_and_emissive_materials,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",important,true
MS-RU-03719,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,1,fe5b7da4919fd5050f66ba39ebd9fc43f6c5b16c5cb487000b0f706c2c86e40e,composition_phase_purity_and_identity,material_identity_or_phase_claim,optical_photonic_and_emissive_materials,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",pure,true
MS-RU-03720,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,732da2b76d37768bea3b7d7c1e921ec9dc30d92e3c1e7ee397e80444b3fd7e66,composition_phase_purity_and_identity,material_identity_or_phase_claim,optical_photonic_and_emissive_materials,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",purity; pure; phase; xrd; diffraction; formula; dopant,true
MS-RU-03721,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,1f7d1e25a4f5d344b2f95b33f08b39c145548c80d9b607458211030781c8a0b3,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,two_dimensional_and_electronic_materials,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",prove,true
MS-RU-03722,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,3fda806d421d3dfc249ca1a1f5cbb7442964f61028d5be9b0167a24677534f91,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,optical_photonic_and_emissive_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",sem; image; crystal,true
MS-RU-03723,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,eae00e626d41024e97d7b30aebc44c96a8bbde18005a698a05f944a3d2d68adc,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,two_dimensional_and_electronic_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",raman; spectroscopy; crystal,true
MS-RU-03724,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,fccc5b3c7c5cde68d007f8d3d48e557b97d94642cab61f87c2299a3bf32361c9,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,two_dimensional_and_electronic_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",abstract; discussion; conclusion,true
MS-RU-03725,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,b1336d1bf0336989047af8f4774da256642304374a4e8088d314df25c2a1e8a7,composition_phase_purity_and_identity,material_identity_or_phase_claim,two_dimensional_and_electronic_materials,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",dopant,true
MS-RU-03726,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,5ed2ed3a3d0cbdb5af1edf17ac5fa8dcfd4583356f153466c1ed15a1296c7bda,synthesis_route_and_reproducibility,synthesis_or_processing_claim,two_dimensional_and_electronic_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",preparation; yield,true
MS-RU-03727,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,d6123516155750027cba8ec03396b229b628e82735e4fedc1e695104c282e7aa,synthesis_route_and_reproducibility,synthesis_or_processing_claim,optical_photonic_and_emissive_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",yield,true
MS-RU-03728,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,2,7a58ebb20f3747eacc40cf53935945adb5ae8806403677e279c522e483fe1b2e,synthesis_route_and_reproducibility,synthesis_or_processing_claim,optical_photonic_and_emissive_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",prepared,true
MS-RU-03729,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,3,1c76c5608b721a378ea46226dc03540682d8ad27121172d6a20c2216ec767412,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,optical_photonic_and_emissive_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",clarify; title,true
MS-RU-03730,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,3,254774d308ded4e00b65a6fa3a54dfc56c59a73509375f465333cd37c709fcfe,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,two_dimensional_and_electronic_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",tem; raman; ftir; spectroscopy; crystal,true
MS-RU-03731,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,3,475985b1dc9c45b858d44f980cda8850d345dab17937cf9e0e9b3f6bf58193c7,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,optical_photonic_and_emissive_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",ftir,true
MS-RU-03732,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,3,051b13a21504af200ea21c69467dc15bb17aef779976bfadafb3b81659df0e2b,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,computational_materials_design,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; pathway,true
MS-RU-03733,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,3,13f87edf37526876d88aa0acce265acfc95043bc13d2d6722425da022ca6dbe2,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,optical_photonic_and_emissive_materials,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism,true
MS-RU-03734,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,3,eb2456c0e77583e4dea00c0eda052430dfd4d0a475dcd1ab4ff2edd9da4a44e6,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,two_dimensional_and_electronic_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; crystal; surface,true
MS-RU-03735,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,3,9228741bf39c4aeb8d7466d02b54108fe8b13def0e26de6fddf578b04531037f,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,two_dimensional_and_electronic_materials,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure; line; page; clarify,true
MS-RU-03736,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,3f1b966b1c10d2142dde8120be075ed0c512e4f931f4bdd5f7d5fbe1d1b19231,synthesis_route_and_reproducibility,synthesis_or_processing_claim,optical_photonic_and_emissive_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",yield,true
MS-RU-03737,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,5ff87f269c2c7e3c4f8803ff091971bcfd99a63c85d7644f6fac4cd209818c9c,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; calculation; model,true
MS-RU-03738,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,a96779387c60bc5706b3652834cf3107a2f4e4abe53fead11c91a4667cc33b0d,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,optical_photonic_and_emissive_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure,true
MS-RU-03739,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,f235d7c2f56de3286ac4f30e325d95e313aaec535772e2320be40062aefedb4f,computational_design_and_model_validation,computational_prediction_or_design_claim,computational_materials_design,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; calculation,true
MS-RU-03740,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,2dc9a8b4dee209be46fdb39ed4dabc6930a89ac005ea7edee6c52a43f9507cbe,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,optical_photonic_and_emissive_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",crystal,true
MS-RU-03741,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,f4a2b40fe8a2653509cdd397a6c2a4d600dab77afc714698b71829785d3b8400,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,two_dimensional_and_electronic_materials,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; evidence for,true
MS-RU-03742,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,9df49fba785a621f984cfd79d654ffe7ee168ac35d8b846bb85bd5aa3b3a1b53,editorial_significance_and_novelty,novel_material_or_general_advance_claim,computational_materials_design,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",previous; literature; broad,true
MS-RU-03743,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,1507f69db9067de68212a82729a9196c811061bfcfffc8ea24e0a946c067b321,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,two_dimensional_and_electronic_materials,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; explain; evidence for,true
MS-RU-03744,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,9ac598e021bb3fe27fefe4881ddf88733cdc0f43fea71949959dce080f1e39d2,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,computational_materials_design,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",tem; crystal,true
MS-RU-03745,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,0b2e0ea611d06f37e7b013509d8e033690d21b2b2d88d1de699d6bd21fdd7377,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,two_dimensional_and_electronic_materials,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; cause,true
MS-RU-03746,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,30f3babb0bbb5926b3711f0d9d38f53ebc9161219a86ef17dd6c6ecf60cb6bf3,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,optical_photonic_and_emissive_materials,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure,true
MS-RU-03747,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,8b2f6fee37c541bef945d2ee380bbafc4c095332883fd8a1258a48a05d7eac58,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,two_dimensional_and_electronic_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; tem; crystal,true
MS-RU-03748,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,f84c624c6eef0dba294e1d9c517c135f837bbe5c44e715bc696e3a414454254f,synthesis_route_and_reproducibility,synthesis_or_processing_claim,optical_photonic_and_emissive_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",yield,true
