unit_id,source_id,journal,year,unit_type,severity,claim_target,cluster,non_verbatim_index
unit_003740,nature_remote_sensing_review_0058,Nature Communications,2026,minor_comment,minor,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003741,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003742,nature_remote_sensing_review_0058,Nature Communications,2026,figure_or_table_comment,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_003743,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003744,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_003745,nature_remote_sensing_review_0058,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Urban, inter-city, and SDG-impact interpretation",true
unit_003746,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_003747,nature_remote_sensing_review_0058,Nature Communications,2026,figure_or_table_comment,minor,figure evidence,"Spatial data, resolution, and product coverage",true
unit_003748,nature_remote_sensing_review_0058,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003749,nature_remote_sensing_review_0058,Nature Communications,2026,contribution_assessment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003750,nature_remote_sensing_review_0058,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003751,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003752,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003753,nature_remote_sensing_review_0058,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_003754,nature_remote_sensing_review_0058,Nature Communications,2026,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003755,nature_remote_sensing_review_0058,Nature Communications,2026,contribution_assessment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003756,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003757,nature_remote_sensing_review_0058,Nature Communications,2026,major_concern,major,model performance,"Spatial data, resolution, and product coverage",true
unit_003758,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,methodological support,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003759,nature_remote_sensing_review_0058,Nature Communications,2026,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003760,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003761,nature_remote_sensing_review_0058,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003762,nature_remote_sensing_review_0059,Nature Communications,2026,contribution_assessment,moderate,global generalization,"Spatial data, resolution, and product coverage",true
unit_003763,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003764,nature_remote_sensing_review_0059,Nature Communications,2026,figure_or_table_comment,minor,"global generalization, figure evidence","Figures, extended data, and evidentiary display",true
unit_003765,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_003766,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003767,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003768,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_003769,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,global generalization,"Spatial data, resolution, and product coverage",true
unit_003770,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003771,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,global generalization,"Machine learning, model performance, and generalization",true
unit_003772,nature_remote_sensing_review_0059,Nature Communications,2026,contribution_assessment,major,"global generalization, methodological support","Spatial data, resolution, and product coverage",true
unit_003773,nature_remote_sensing_review_0059,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003774,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,"model performance, table evidence","Machine learning, model performance, and generalization",true
unit_003775,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003776,nature_remote_sensing_review_0059,Nature Communications,2026,figure_or_table_comment,moderate,"uncertainty claim, figure evidence","Figures, extended data, and evidentiary display",true
unit_003777,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003778,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,"global generalization, table evidence","Figures, extended data, and evidentiary display",true
unit_003779,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003780,nature_remote_sensing_review_0059,Nature Communications,2026,contribution_assessment,moderate,"global generalization, product validity, figure evidence","Machine learning, model performance, and generalization",true
unit_003781,nature_remote_sensing_review_0059,Nature Communications,2026,contribution_assessment,major,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003782,nature_remote_sensing_review_0059,Nature Communications,2026,contribution_assessment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003783,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003784,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003785,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003786,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003787,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003788,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,figure evidence,"Spatial data, resolution, and product coverage",true
unit_003789,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_003790,nature_remote_sensing_review_0059,Nature Communications,2026,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003791,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003792,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003793,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003794,nature_remote_sensing_review_0059,Nature Communications,2026,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003795,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003796,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003797,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003798,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
unit_003799,nature_remote_sensing_review_0059,Nature Communications,2026,figure_or_table_comment,moderate,figure evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003800,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003801,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003802,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003803,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,major,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003804,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003805,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003806,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003807,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003808,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003809,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,C3/C4 vegetation coverage and biome classification,true
unit_003810,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003811,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003812,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003813,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003814,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003815,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003816,nature_remote_sensing_review_0059,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_003817,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_003818,nature_remote_sensing_review_0059,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003819,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003820,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003821,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003822,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003823,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003824,nature_remote_sensing_review_0059,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003825,nature_remote_sensing_review_0059,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003826,nature_remote_sensing_review_0060,Nature Communications,2026,contribution_assessment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003827,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003828,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003829,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003830,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003831,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003832,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003833,nature_remote_sensing_review_0060,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003834,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003835,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,methodological support,"Machine learning, model performance, and generalization",true
unit_003836,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003837,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,"trend interpretation, methodological support","Long-term time series, climate variability, and trend interpretation",true
unit_003838,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,"product validity, uncertainty claim, model performance","Machine learning, model performance, and generalization",true
unit_003839,nature_remote_sensing_review_0060,Nature Communications,2026,minor_comment,minor,"global generalization, model performance","Remote-sensing context, citation positioning, and prior work",true
unit_003840,nature_remote_sensing_review_0060,Nature Communications,2026,moderate_concern,moderate,"trend interpretation, global generalization","Long-term time series, climate variability, and trend interpretation",true
unit_003841,nature_remote_sensing_review_0060,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003842,nature_remote_sensing_review_0061,Nature Communications,2026,revision_assessment,moderate,algorithm validity,"Machine learning, model performance, and generalization",true
unit_003843,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003844,nature_remote_sensing_review_0061,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003845,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,model performance,"Remote-sensing context, citation positioning, and prior work",true
unit_003846,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003847,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_003848,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003849,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003850,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003851,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003852,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003853,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003854,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_003855,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003856,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_003857,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,global generalization,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_003858,nature_remote_sensing_review_0061,Nature Communications,2026,figure_or_table_comment,moderate,"trend interpretation, figure evidence","Long-term time series, climate variability, and trend interpretation",true
unit_003859,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_003860,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_003861,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,model performance,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003862,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_003863,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003864,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,"global generalization, model performance","Concern resolution, code, publication readiness, and reproducibility",true
unit_003865,nature_remote_sensing_review_0061,Nature Communications,2026,contribution_assessment,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003866,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003867,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003868,nature_remote_sensing_review_0061,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003869,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003870,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003871,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003872,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003873,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003874,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003875,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003876,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003877,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003878,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003879,nature_remote_sensing_review_0061,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003880,nature_remote_sensing_review_0061,Nature Communications,2026,revision_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003881,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_003882,nature_remote_sensing_review_0061,Nature Communications,2026,contribution_assessment,moderate,"novelty claim, table evidence","Spatial data, resolution, and product coverage",true
unit_003883,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_003884,nature_remote_sensing_review_0061,Nature Communications,2026,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003885,nature_remote_sensing_review_0061,Nature Communications,2026,contribution_assessment,minor,novelty claim,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003886,nature_remote_sensing_review_0061,Nature Communications,2026,revision_assessment,minor,global generalization,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003887,nature_remote_sensing_review_0061,Nature Communications,2026,moderate_concern,moderate,global generalization,"Spatial data, resolution, and product coverage",true
unit_003888,nature_remote_sensing_review_0062,Nature Communications,2026,contribution_assessment,minor,"global generalization, methodological support","Spatial data, resolution, and product coverage",true
unit_003889,nature_remote_sensing_review_0062,Nature Communications,2026,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003890,nature_remote_sensing_review_0062,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_003891,nature_remote_sensing_review_0062,Nature Communications,2026,figure_or_table_comment,moderate,"global generalization, figure evidence","Spatial data, resolution, and product coverage",true
unit_003892,nature_remote_sensing_review_0062,Nature Communications,2026,moderate_concern,moderate,methodological support,"Spatial data, resolution, and product coverage",true
unit_003893,nature_remote_sensing_review_0062,Nature Communications,2026,revision_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003894,nature_remote_sensing_review_0062,Nature Communications,2026,figure_or_table_comment,moderate,figure evidence,"Spatial data, resolution, and product coverage",true
unit_003895,nature_remote_sensing_review_0062,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003896,nature_remote_sensing_review_0062,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003897,nature_remote_sensing_review_0062,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003898,nature_remote_sensing_review_0062,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003899,nature_remote_sensing_review_0062,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003900,nature_remote_sensing_review_0062,Nature Communications,2026,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003901,nature_remote_sensing_review_0062,Nature Communications,2026,contribution_assessment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003902,nature_remote_sensing_review_0062,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_003903,nature_remote_sensing_review_0062,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003904,nature_remote_sensing_review_0063,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003905,nature_remote_sensing_review_0063,Nature Communications,2026,major_concern,major,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003906,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,methodological support,"Spatial data, resolution, and product coverage",true
unit_003907,nature_remote_sensing_review_0063,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003908,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003909,nature_remote_sensing_review_0063,Nature Communications,2026,contribution_assessment,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003910,nature_remote_sensing_review_0063,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_003911,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003912,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003913,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003914,nature_remote_sensing_review_0063,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003915,nature_remote_sensing_review_0063,Nature Communications,2026,contribution_assessment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003916,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Urban, inter-city, and SDG-impact interpretation",true
unit_003917,nature_remote_sensing_review_0063,Nature Communications,2026,figure_or_table_comment,minor,"figure evidence, table evidence","Figures, extended data, and evidentiary display",true
unit_003918,nature_remote_sensing_review_0063,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003919,nature_remote_sensing_review_0063,Nature Communications,2026,contribution_assessment,moderate,methodological support,"Spatial data, resolution, and product coverage",true
unit_003920,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003921,nature_remote_sensing_review_0063,Nature Communications,2026,contribution_assessment,minor,methodological support,"Spatial data, resolution, and product coverage",true
unit_003922,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,uncertainty claim,"Spatial data, resolution, and product coverage",true
