pattern_id,gate_id,gate_name,pattern_type,severity_default,reviewer_concern,common_triggers,common_issue_labels,subfield_signals,evidence_expected,claim_language_risk,source_unit_count,source_article_count,source_journals,source_doi_examples,copyright_note
CECO-P0089,policy_management_claim_gate,"Policy, management and applied implication gate",abstracted_reviewer_concern,major,"Policy, conservation, or management implications should be supported by evidence at the decision-relevant scale and should not exceed the study design.",implication; policy; decision; practice; conservation; mitigation; management; recommendation; intervention; restoration; stakeholder,policy implication; policy/management/claim; uncertainty; sampling/representativeness; causal overclaim; assumption/parameterization,forest; biodiversity; carbon; conservation; climate; warming; species,decision-scale evidence; implementation constraints; uncertainty/trade-offs; scope-limited recommendations,turning scientific potential into universal management prescription,51,19,Nature:46; Nature Ecology & Evolution:3; Nature Communications:2,10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41559-025-02746-z; 10.1038/s41559-026-03025-1; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-08106-4; 10.1038/s41586-024-08174-6,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0090,policy_management_claim_gate,"Policy, management and applied implication gate",abstracted_reviewer_concern,major,"Applied recommendations should identify trade-offs, boundary conditions, and uncertainty rather than implying universal transferability.",implication; policy; decision; practice; conservation; mitigation; management; recommendation; intervention; restoration; stakeholder,policy implication; policy/management/claim; uncertainty; sampling/representativeness; causal overclaim; assumption/parameterization,forest; biodiversity; carbon; conservation; climate; warming; species,decision-scale evidence; implementation constraints; uncertainty/trade-offs; scope-limited recommendations,turning scientific potential into universal management prescription,51,19,Nature:46; Nature Ecology & Evolution:3; Nature Communications:2,10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41559-025-02746-z; 10.1038/s41559-026-03025-1; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-08106-4; 10.1038/s41586-024-08174-6,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0091,policy_management_claim_gate,"Policy, management and applied implication gate",abstracted_reviewer_concern,major,"Claims about mitigation, restoration, or protection should distinguish ecological potential from practical implementation.",implication; policy; decision; practice; conservation; mitigation; management; recommendation; intervention; restoration; stakeholder,policy implication; policy/management/claim; uncertainty; sampling/representativeness; causal overclaim; assumption/parameterization,forest; biodiversity; carbon; conservation; climate; warming; species,decision-scale evidence; implementation constraints; uncertainty/trade-offs; scope-limited recommendations,turning scientific potential into universal management prescription,51,19,Nature:46; Nature Ecology & Evolution:3; Nature Communications:2,10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41559-025-02746-z; 10.1038/s41559-026-03025-1; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-08106-4; 10.1038/s41586-024-08174-6,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0092,policy_management_claim_gate,"Policy, management and applied implication gate",issue_cluster,major,"For Policy, management and applied implication gate, reviewers repeatedly flag policy implication when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",implication; policy; decision; practice; conservation; mitigation; management; recommendation; intervention; restoration,policy implication,forest; biodiversity; carbon; conservation; climate; warming; species,decision-scale evidence; implementation constraints; uncertainty/trade-offs; scope-limited recommendations,turning scientific potential into universal management prescription,16,11,Nature:13; Nature Ecology & Evolution:3,10.1038/s41559-025-02746-z; 10.1038/s41559-026-03025-1; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-08106-4; 10.1038/s41586-024-08174-6; 10.1038/s41586-024-08375-z; 10.1038/s41586-025-09085-w,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0093,policy_management_claim_gate,"Policy, management and applied implication gate",issue_cluster,major,"For Policy, management and applied implication gate, reviewers repeatedly flag policy/management/claim when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",implication; policy; decision; practice; conservation; mitigation; management; recommendation; intervention; restoration,policy/management/claim,forest; biodiversity; carbon; conservation; climate; warming; species,decision-scale evidence; implementation constraints; uncertainty/trade-offs; scope-limited recommendations,turning scientific potential into universal management prescription,15,10,Nature:14; Nature Communications:1,10.1038/s41467-024-48640-3; 10.1038/s41586-024-08106-4; 10.1038/s41586-024-08174-6; 10.1038/s41586-024-08313-z; 10.1038/s41586-024-08375-z; 10.1038/s41586-024-08576-6; 10.1038/s41586-025-09450-9; 10.1038/s41586-025-09781-7,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0094,policy_management_claim_gate,"Policy, management and applied implication gate",issue_cluster,major,"For Policy, management and applied implication gate, reviewers repeatedly flag uncertainty when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",implication; policy; decision; practice; conservation; mitigation; management; recommendation; intervention; restoration,uncertainty,forest; biodiversity; carbon; conservation; climate; warming; species,decision-scale evidence; implementation constraints; uncertainty/trade-offs; scope-limited recommendations,turning scientific potential into universal management prescription,6,5,Nature:6,10.1038/s41586-024-07657-w; 10.1038/s41586-024-08576-6; 10.1038/s41586-025-09450-9; 10.1038/s41586-025-09781-7; 10.1038/s41586-026-10237-9,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0095,policy_management_claim_gate,"Policy, management and applied implication gate",issue_cluster,major,"For Policy, management and applied implication gate, reviewers repeatedly flag sampling/representativeness when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",implication; policy; decision; practice; conservation; mitigation; management; recommendation; intervention; restoration,sampling/representativeness,forest; biodiversity; carbon; conservation; climate; warming; species,decision-scale evidence; implementation constraints; uncertainty/trade-offs; scope-limited recommendations,turning scientific potential into universal management prescription,5,3,Nature:5,10.1038/s41586-024-07657-w; 10.1038/s41586-024-08174-6; 10.1038/s41586-026-10237-9,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0096,reproducibility_data_code_gate,"Reproducibility, data and code availability gate",abstracted_reviewer_concern,should_fix,"Critical datasets, code, equations, parameters, and preprocessing decisions should be available or sufficiently described for independent reproduction.",code; reproduc; data availability; equation; repository; supplementary; parameter; workflow; protocol,data/code reproducibility; assumption/parameterization; sampling/representativeness; uncertainty; causal overclaim,climate; forest; species; biodiversity; soil; carbon; conservation; ecosystem; warming; ocean,data/code links; equations and parameters; preprocessing workflow; versioned products; reproducible supplement,making non-auditable claims from complex workflows,48,27,Nature:37; Nature Communications:8; Nature Ecology & Evolution:3,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-68187-1; 10.1038/s41559-026-03025-1; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07629-0,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0097,reproducibility_data_code_gate,"Reproducibility, data and code availability gate",abstracted_reviewer_concern,should_fix,Complex workflows need an auditable path from raw observations/products to the final claim.,code; reproduc; data availability; equation; repository; supplementary; parameter; workflow; protocol,data/code reproducibility; assumption/parameterization; sampling/representativeness; uncertainty; causal overclaim,climate; forest; species; biodiversity; soil; carbon; conservation; ecosystem; warming; ocean,data/code links; equations and parameters; preprocessing workflow; versioned products; reproducible supplement,making non-auditable claims from complex workflows,48,27,Nature:37; Nature Communications:8; Nature Ecology & Evolution:3,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-68187-1; 10.1038/s41559-026-03025-1; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07629-0,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0098,reproducibility_data_code_gate,"Reproducibility, data and code availability gate",abstracted_reviewer_concern,should_fix,"Supplementary methods should include enough detail to reproduce classifications, model runs, and sensitivity analyses.",code; reproduc; data availability; equation; repository; supplementary; parameter; workflow; protocol,data/code reproducibility; assumption/parameterization; sampling/representativeness; uncertainty; causal overclaim,climate; forest; species; biodiversity; soil; carbon; conservation; ecosystem; warming; ocean,data/code links; equations and parameters; preprocessing workflow; versioned products; reproducible supplement,making non-auditable claims from complex workflows,48,27,Nature:37; Nature Communications:8; Nature Ecology & Evolution:3,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-68187-1; 10.1038/s41559-026-03025-1; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07629-0,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0099,reproducibility_data_code_gate,"Reproducibility, data and code availability gate",issue_cluster,should_fix,"For Reproducibility, data and code availability gate, reviewers repeatedly flag data/code reproducibility when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",code; reproduc; data availability; equation; repository; supplementary; parameter; workflow; protocol,data/code reproducibility,climate; forest; species; biodiversity; soil; carbon; conservation; ecosystem,data/code links; equations and parameters; preprocessing workflow; versioned products; reproducible supplement,making non-auditable claims from complex workflows,29,17,Nature:23; Nature Communications:3; Nature Ecology & Evolution:3,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41559-026-03025-1; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-08174-6; 10.1038/s41586-024-08313-z; 10.1038/s41586-024-08375-z,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0100,reproducibility_data_code_gate,"Reproducibility, data and code availability gate",issue_cluster,should_fix,"For Reproducibility, data and code availability gate, reviewers repeatedly flag assumption/parameterization when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",code; reproduc; data availability; equation; repository; supplementary; parameter; workflow; protocol,assumption/parameterization,climate; forest; species; biodiversity; soil; carbon; conservation; ecosystem,data/code links; equations and parameters; preprocessing workflow; versioned products; reproducible supplement,making non-auditable claims from complex workflows,11,9,Nature:7; Nature Communications:4,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41586-024-08191-5; 10.1038/s41586-025-09450-9; 10.1038/s41586-025-09806-1; 10.1038/s41586-026-10455-1; 10.1038/s41586-026-10456-0,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0101,published_paper_comparison_gate,Published-paper comparison gate,cross_literature_stress_test,major,"Novelty should be judged against the closest prior claim, dataset, model and evidence layer, not broad topic similarity.",novel; first; global; largest; unprecedented; framework; synthesis,novelty/significance; related work; claim calibration,climate; ecology; biodiversity; carbon; nitrogen; forest; restoration; soil,"closest-work comparison; difference in data, design, validation, inference or scope","presenting scale, framing or terminology as substantive advance",0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0102,policy_management_claim_gate,"Policy, management and applied implication gate",cross_literature_stress_test,major,"Nature-based mitigation claims should separate potential, realized effect, permanence, leakage, biodiversity trade-offs and feasibility.",mitigation; restoration; offset; sequestration; protection; management; climate solution,policy implication; carbon overclaim; uncertainty; scope,carbon; forest; wetland; grassland; soil; conservation; restoration,baseline; accumulation rate; permanence; disturbance; trade-offs; implementation constraints,treating theoretical ecological potential as durable climate outcome,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0103,carbon_nitrogen_cycle_gate,Carbon and nitrogen biogeochemistry gate,cross_literature_stress_test,major,"Carbon and nitrogen claims should distinguish stocks, fluxes, rates, pools, baselines, saturation and net forcing.",sink; flux; stock; sequestration; emission; nutrient cycling; mitigation potential,biogeochemistry; uncertainty; mass balance; claim calibration,carbon; nitrogen; soil; vegetation; greenhouse gas; ecosystem process,mass balance; unit consistency; pool separation; temporal scale; uncertainty propagation,converting partial biogeochemical evidence into broad climate or ecosystem control claim,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0104,forest_land_use_conservation_gate,"Forest, land-use and conservation gate",cross_literature_stress_test,major,"Ecological classification claims are sensitive to category definitions, thresholds, spatial grain, seasonality and validation.",classification; land cover; vegetation type; ecosystem type; degradation; canopy; habitat,definition/scope; classification uncertainty; sampling/representativeness,forest; grassland; wetland; dryland; shrubland; land cover; remote sensing,explicit definitions; threshold sensitivity; independent validation; ecological interpretation limits,letting a mapped category imply an ecological state not directly demonstrated,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0105,climate_trend_attribution_gate,Climate trend and attribution gate,cross_literature_stress_test,major,"Resilience, tipping and early-warning claims require robustness to proxy choice, time window, detrending, autocorrelation and alternative indicators.",resilience; tipping; collapse; regime shift; early warning; threshold; critical slowing down,trend/attribution; statistical inference; observational uncertainty,climate; ecosystem; vegetation; hydrology; biodiversity; extremes,multi-indicator checks; sensitivity windows; autocorrelation handling; uncertainty; alternative explanations,inferring critical transition from fragile time-series or proxy evidence,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0106,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,cross_literature_stress_test,major,"Mechanisms inferred from products, proxies or databases should be tested against artifacts, validation limits and cross-product disagreement.",product; proxy; database; inventory; reanalysis; remote sensing; reconstruction,observational product uncertainty; validation; mechanism; trend/attribution,climate; ecology; biodiversity; carbon; nitrogen; land cover,validation; product version; artifact checks; intercomparison; uncertainty propagation,treating derived products as direct process observations,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0107,mechanism_claim_gate,Mechanistic explanation and causal language gate,cross_literature_stress_test,major,Dominant-mechanism claims require comparison with plausible alternative processes and sensitivity to model structure and scale.,dominant; main driver; controlled by; mechanism; explained by; caused by,causal overclaim; mechanism; model uncertainty,carbon; nitrogen; biodiversity; climate; soil; vegetation; ecosystem process,alternative-mechanism tests; causal design; parameter identifiability; scale-aware validation,turning model attribution or correlation into demonstrated mechanism,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0108,policy_management_claim_gate,"Policy, management and applied implication gate",cross_literature_stress_test,major,"Boundary, threshold and safe-limit claims require explicit metrics, aggregation rules, uncertainty and separation of evidence from values.",boundary; threshold; safe limit; target; justice; risk limit; decision threshold,policy implication; definition/scope; uncertainty; threshold claim,climate; biodiversity; water; nutrients; land; Earth system; policy,metric definition; aggregation logic; threshold sensitivity; uncertainty; normative assumptions,presenting a contested or value-laden boundary as a precise physical limit,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0109,biodiversity_ecosystem_function_gate,Biodiversity and ecosystem-function gate,cross_literature_stress_test,major,"Biodiversity-change claims should distinguish richness, abundance, composition, turnover, function and loss across scales.",biodiversity change; richness; abundance; composition; turnover; decline; ecosystem function,biodiversity/ecosystem/function; sampling/representativeness; statistical inference,biodiversity; monitoring; assemblage; traits; function; conservation,taxonomic coverage; detectability; sampling effort; local-to-global interpretation; metric separation,using one diversity metric to imply broad biodiversity status,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0110,statistical_inference_gate,Statistical inference and uncertainty gate,cross_literature_stress_test,major,"Nonlinear, threshold and regime-shift claims should be robust to model specification, leverage points and uncertainty around the threshold.",threshold; nonlinear; breakpoint; regime shift; boundary; collapse; saturation,statistical/inference; uncertainty; claim calibration,climate; ecology; biodiversity; carbon; nitrogen; land use,alternative models; uncertainty intervals; sensitivity; leverage diagnostics; autocorrelation handling,treating fitted structure as known ecological threshold,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0111,claim_calibration_gate,Claim calibration gate,cross_literature_stress_test,major,"Strong global, causal or applied wording should be narrowed to the supported evidence domain.",global; universal; caused by; demonstrates; proves; solution; target; policy,claim calibration; causal overclaim; scope,climate; ecology; biodiversity; carbon; forest; policy,explicit evidence domain; uncertainty; limitations; calibrated title and abstract wording,language carries a stronger claim than the analysis can support,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
CECO-P0112,generalist_clarity_gate,Generalist readability and conceptual clarity gate,cross_literature_stress_test,minor,Key terms should be defined before they carry central evidence or policy meaning.,restoration; resilience; sink; sequestration; degradation; safe; function; stability,definition/scope; claim calibration; figure/table clarity,climate; ecology; biodiversity; carbon; policy; conservation,clear definitions; scope boundaries; consistent terminology across manuscript components,ambiguous terms create hidden overclaim,0,0,Nature; Science; Nature Portfolio,,High-level pattern; no copied source text.
